"sex","age","state","undocu","edyrs","income"
"Male",48,"New York","Yes",6,67.51
"Male",60,"California","Yes",3,65.437
"Male",46,"Other","No",14,82.646
"Female",60,"New York","Yes",5,66.896
"Male",47,"Other","No",13,77.107
"Male",58,"California","No",11,91.471
"Male",52,"Florida","Yes",6,53.304
"Male",47,"California","No",9,85.832
"Female",47,"Other","Yes",9,48.747
"Female",51,"California","No",6,88.517
"Female",34,"Illinois","Yes",9,56.198
"Female",46,"Other","No",10,71.68
"Female",41,"Florida","No",12,84.882
"Female",86,"Florida","Yes",4,48.482
"Female",44,"Florida","Yes",5,49.629
"Female",47,"California","No",7,76.883
"Male",56,"Other","Yes",8,48.431
"Male",58,"California","No",8,88.665
"Male",51,"Texas","No",11,83.29
"Male",75,"Texas","No",8,66.792
"Female",44,"Other","Yes",7,47.278
"Female",50,"California","Yes",6,64.543
"Male",51,"Florida","Yes",7,59.638
"Male",64,"Texas","No",13,86.024
"Female",55,"Florida","Yes",7,60.169
"Female",55,"California","No",9,85.428
"Female",60,"Florida","No",14,92.822
"Male",36,"California","No",7,70.915
"Male",47,"Other","No",11,85.888
"Female",76,"Other","No",13,79.882
"Female",56,"California","No",10,89.646
"Male",47,"Other","No",14,83.484
"Male",64,"Other","No",10,70.922
"Female",43,"California","No",10,111.215
"Male",38,"California","Yes",4,56.331
"Female",56,"Illinois","Yes",8,67.525
"Female",57,"Other","No",11,72.105
"Male",65,"Other","Yes",4,41.369
"Male",62,"Other","No",10,75.565
"Male",62,"Other","No",13,79.714
"Male",38,"California","No",7,76.131
"Female",68,"New York","Yes",7,71.067
"Male",38,"Other","No",12,72.105
"Male",57,"Other","No",10,72.288
"Female",52,"Illinois","No",12,85.982
"Female",41,"Florida","No",13,93.454
"Female",53,"Florida","No",10,76.309
"Male",60,"Other","Yes",4,48.202
"Female",53,"California","No",7,106.7
"Male",61,"New York","Yes",7,67.291
"Female",63,"Texas","No",10,77.063
"Female",49,"Other","No",14,81.742
"Female",62,"California","No",9,87.405
"Male",52,"Florida","No",12,90.233
"Male",44,"New York","No",14,101.808
"Male",53,"Florida","Yes",5,51.807
"Male",51,"California","No",5,72.431
"Male",47,"Illinois","No",11,81.988
"Male",76,"Other","No",15,98.094
"Female",74,"California","No",8,80.77
"Male",67,"Other","No",12,76.135
"Male",74,"California","Yes",0,50.004
"Male",52,"California","No",6,73.971
"Female",68,"Other","No",11,75.406
"Female",51,"California","No",7,80.265
"Female",48,"Other","No",10,70.347
"Male",64,"Other","No",9,65.434
"Male",55,"Texas","No",11,83.926
"Male",66,"California","No",6,74.667
"Female",53,"Florida","No",14,98.407
"Female",56,"Other","No",11,72.333
"Female",63,"New York","No",7,79.064
"Female",46,"Other","Yes",8,67.065
"Female",56,"California","No",8,84.768
"Male",57,"New York","No",14,101.971
"Male",42,"Other","No",11,71.111
"Female",40,"Other","No",11,72.761
"Female",61,"New York","Yes",6,69.433
"Female",51,"Other","No",10,74.216
"Female",39,"Texas","No",11,74.917
"Male",43,"Florida","No",14,87.632
"Female",44,"Florida","Yes",5,50.868
"Male",52,"Florida","No",14,98.798
"Male",44,"Other","No",9,68.429
"Male",54,"California","Yes",3,91.761
"Female",46,"California","No",5,74.857
"Female",53,"New York","No",10,95.447
"Male",65,"Other","No",12,77.294
"Female",28,"Other","No",12,70.136
"Female",65,"Other","No",10,70.094
"Female",44,"Other","No",11,72.978
"Male",51,"California","No",8,83.719
"Male",59,"Other","No",11,74.483
"Male",65,"Other","No",11,79.046
"Male",58,"Florida","No",11,83.963
"Female",53,"California","No",11,93.589
"Male",54,"California","No",7,85.805
"Male",31,"Other","Yes",9,45.459
"Male",50,"California","Yes",7,63.649
"Female",64,"California","Yes",6,64.156
"Female",61,"Other","No",10,70.237
"Male",55,"California","Yes",6,65.208
"Male",60,"Texas","No",14,92.573
"Male",66,"Other","No",12,77.744
"Male",71,"Other","Yes",6,56.343
"Female",46,"California","Yes",5,72.315
"Female",49,"Other","Yes",5,44.731
"Female",45,"New York","Yes",6,61.536
"Male",53,"Other","No",10,69.487
"Female",42,"Texas","Yes",7,50.701
"Male",81,"Other","No",8,85.144
"Male",61,"New York","Yes",9,73.115
"Female",50,"Texas","No",11,78.946
"Male",61,"Texas","Yes",5,47.474
"Male",63,"Other","No",11,83.251
"Male",73,"California","No",11,88.929
"Male",36,"California","No",7,74.951
"Female",53,"Other","No",10,73.752
"Female",60,"California","Yes",0,56.038
"Male",38,"California","No",7,74.323
"Female",58,"California","No",6,85.181
"Female",55,"Other","No",13,82.277
"Female",41,"California","No",7,77.303
"Male",45,"Other","Yes",5,39.599
"Male",54,"Other","No",11,82.159
"Male",46,"California","No",4,69.777
"Female",50,"California","No",9,86.076
"Female",63,"Texas","No",8,68.49
"Female",44,"Other","No",12,76.56
"Male",61,"Other","No",10,74.818
"Female",40,"Other","No",13,77.387
"Male",44,"California","No",8,78.657
"Male",63,"Florida","No",12,83.748
"Male",60,"Other","No",13,81.508
"Female",51,"Other","No",10,71.802
"Male",40,"Florida","No",14,100.818
"Male",50,"Florida","No",11,89.816
"Female",37,"Illinois","No",10,73.55
"Male",52,"Other","No",14,83.059
"Male",45,"Other","Yes",7,46.286
"Male",56,"Florida","No",9,76.834
"Male",48,"California","No",8,80.751
"Male",42,"Other","No",10,83.047
"Male",71,"Other","No",10,67.962
"Female",45,"Florida","No",9,74.007
"Female",57,"Other","No",12,80.321
"Male",49,"California","No",6,73.275
"Male",56,"Other","No",13,82.267
"Male",46,"Other","No",14,82.829
"Male",66,"Other","No",10,71.785
"Male",55,"Other","No",13,89.109
"Female",55,"Other","No",11,73.633
"Male",50,"Other","No",11,77.505
"Male",40,"Other","No",8,65.27
"Male",50,"New York","No",11,96.4
"Female",61,"Other","No",14,86.026
"Female",52,"Other","No",11,72.456
"Male",60,"Other","Yes",5,43.57
"Male",71,"Other","No",8,65.407
"Male",40,"Texas","Yes",8,51.776
"Male",57,"Illinois","No",13,90.725
"Male",60,"Florida","Yes",8,55.735
"Male",26,"California","No",5,58.782
"Male",46,"California","No",6,73.242
"Male",56,"California","No",9,84.941
"Male",56,"Other","No",13,82.083
"Female",72,"Other","No",13,84.502
"Male",45,"Other","No",11,73.1
"Male",47,"Illinois","No",14,91.538
"Male",44,"Other","No",10,71.292
"Male",55,"Florida","No",11,82.897
"Male",48,"Other","No",12,79.355
"Male",63,"California","Yes",3,57.617
"Male",46,"New York","No",9,81.343
"Male",54,"Other","Yes",7,48.964
"Female",61,"New York","No",10,87.599
"Female",52,"New York","No",14,99.644
"Female",46,"New York","No",13,98.244
"Male",53,"California","No",7,83.464
"Female",44,"Illinois","No",13,92.217
"Female",38,"Other","No",11,72.481
"Male",51,"Illinois","Yes",8,56.731
"Male",63,"California","No",8,87.781
"Female",48,"Other","No",10,80.374
"Male",44,"Texas","No",14,87.251
"Male",56,"Other","Yes",5,49.783
"Male",51,"Florida","No",13,87.754
"Female",52,"Other","Yes",6,46.328
"Female",58,"California","Yes",3,58.335
"Male",34,"Other","No",13,86.082
"Female",53,"Florida","No",12,85.94
"Male",58,"Florida","No",8,77.562
"Male",40,"Other","No",12,75.232
"Male",62,"New York","Yes",5,59.766
"Male",43,"Other","No",9,67.156
"Female",33,"Florida","No",15,87.769
"Female",48,"California","No",8,92.797
"Female",41,"Other","Yes",8,45.492
"Female",65,"Other","No",11,73.983
"Male",49,"New York","No",9,95.96
"Male",67,"Illinois","No",12,89.255
"Female",49,"California","No",9,85.058
"Male",40,"Other","No",13,79.031
"Female",57,"New York","No",11,92.324
"Female",47,"Florida","No",10,78.201
"Male",51,"Other","No",11,73.489
"Male",53,"Illinois","No",9,76.998
"Female",62,"California","No",11,93.564
"Male",60,"Texas","No",10,74.188
"Male",51,"Other","Yes",7,46.907
"Female",53,"Illinois","No",12,93.943
"Female",60,"New York","No",13,100.412
"Female",31,"California","Yes",5,53.149
"Male",45,"California","No",13,97.166
"Female",53,"Other","Yes",6,44.88
"Female",35,"Other","No",7,56.267
"Female",52,"California","No",5,79.74
"Female",33,"New York","No",11,85.803
"Male",73,"Other","No",11,75.855
"Male",41,"Other","No",12,73.041
"Female",49,"Other","Yes",6,44.022
"Male",60,"New York","Yes",6,66.982
"Female",60,"Texas","Yes",6,57.063
"Male",71,"Illinois","No",13,91.534
"Female",58,"Other","No",15,89.188
"Female",64,"Illinois","Yes",6,61.34
"Female",52,"California","No",10,87.092
"Female",45,"Other","No",12,76.431
"Female",60,"Florida","No",10,84.499
"Female",54,"California","No",3,65.371
"Male",46,"Other","No",12,78.266
"Male",47,"Florida","No",12,82.562
"Female",55,"California","No",9,86.247
"Male",77,"Other","No",15,96.402
"Male",55,"Other","No",10,73.3
"Female",53,"Other","No",12,81.811
"Female",49,"Other","Yes",7,50.52
"Female",55,"New York","No",14,122.519
"Male",53,"Other","No",12,76.751
"Male",55,"California","No",8,86.635
"Male",56,"Texas","No",11,80.135
"Female",52,"Texas","Yes",4,48.407
"Female",45,"Texas","No",12,78.798
"Male",61,"Other","No",12,78.868
"Male",59,"Texas","No",14,90.354
"Female",60,"Other","No",13,82.948
"Female",18,"Other","No",12,58.495
"Male",62,"Florida","No",11,83.63
"Female",56,"New York","No",14,104.16
"Male",62,"Other","No",10,70.006
"Male",40,"New York","No",12,90.37
"Male",44,"California","No",5,70.4
"Male",49,"Other","Yes",10,51.829
"Female",58,"Texas","No",10,76.936
"Male",35,"Florida","No",11,76.126
"Male",50,"California","No",6,76.108
"Female",37,"Other","Yes",5,37.995
"Male",61,"Texas","No",10,76.169
"Female",29,"Illinois","No",8,64.257
"Female",43,"Other","Yes",5,44.084
"Male",50,"Florida","No",13,90.699
"Male",55,"Florida","No",10,77.862
"Male",68,"Other","No",13,81.002
"Male",59,"California","No",8,81.703
"Female",46,"Illinois","No",11,85.073
"Female",46,"California","Yes",1,62.174
"Male",39,"California","No",11,88.462
"Male",41,"Other","No",11,72.551
"Female",52,"Other","Yes",7,46.861
"Male",69,"Other","Yes",7,47.323
"Female",62,"Other","Yes",7,48.451
"Female",68,"California","No",5,76.841
"Male",46,"Texas","No",8,69.518
"Female",44,"Other","Yes",7,49.447
"Female",67,"Other","No",14,86.252
"Female",61,"Other","Yes",8,49.719
"Male",47,"Texas","No",10,75.621
"Female",61,"Other","No",8,62.645
"Female",51,"New York","No",16,106.557
"Male",50,"Other","Yes",7,52.858
"Male",53,"Other","No",12,78.093
"Male",42,"Texas","Yes",8,51.09
"Male",47,"Other","No",9,65.753
"Male",28,"Florida","No",9,67.312
"Female",64,"Texas","No",11,80.402
"Male",53,"California","Yes",1,57.976
"Male",66,"Other","No",9,82.284
"Female",39,"Florida","No",11,79.81
"Female",60,"Florida","No",11,80.523
"Female",51,"California","No",8,84.378
"Male",51,"California","No",6,73.645
"Male",54,"California","No",6,73.404
"Female",43,"Florida","No",11,84.13
"Male",61,"Texas","Yes",8,56.512
"Female",24,"California","No",7,68.925
"Female",46,"Texas","Yes",4,52.579
"Female",58,"Illinois","Yes",7,58.687
"Male",63,"New York","Yes",8,70.383
"Male",42,"Other","No",12,74.86
"Male",56,"Other","No",10,71.579
"Female",60,"California","No",7,80.214
"Female",51,"Other","No",8,72.39
"Male",63,"Other","Yes",8,49.973
"Female",56,"Other","Yes",3,39.749
"Male",52,"California","No",11,91.501
"Female",49,"Illinois","No",13,89.619
"Female",64,"Other","No",11,79.11
"Male",59,"California","No",8,87.043
"Female",57,"New York","No",11,93.09
"Male",58,"Other","No",10,76.592
"Female",53,"Other","No",9,71.825
"Male",63,"Other","Yes",4,41.039
"Female",58,"California","No",7,78.946
"Male",39,"Other","No",11,78.63
"Female",51,"Texas","No",9,78.93
"Female",54,"Other","No",11,72.722
"Female",36,"Other","No",12,73.942
"Male",52,"Florida","No",11,82.822
"Female",51,"New York","No",10,89.421
"Female",64,"California","No",8,80.787
"Female",64,"Florida","No",13,87.678
"Male",43,"California","No",9,82.421
"Male",60,"Texas","No",14,90.538
"Male",45,"Other","Yes",4,42.467
"Female",50,"Other","No",12,78.707
"Female",48,"Texas","No",9,80.565
"Female",50,"Other","Yes",4,40.762
"Male",48,"Florida","No",11,81.795
"Female",46,"Other","No",10,84.374
"Male",69,"Texas","No",10,76.613
"Male",50,"Other","No",11,71.043
"Female",53,"Florida","No",12,86.015
"Male",39,"Florida","No",12,86.203
"Female",55,"Other","No",12,75.824
"Female",51,"Other","Yes",8,53.901
"Female",42,"Other","Yes",7,46.768
"Female",41,"Other","No",12,74.435
"Male",66,"California","No",5,71.223
"Female",52,"California","No",7,77.459
"Female",51,"Other","No",10,70.19
"Female",33,"Florida","Yes",5,46.353
"Female",39,"Other","No",14,80.001
"Female",57,"Florida","Yes",10,66.09
"Male",66,"Other","No",9,65.885
"Male",42,"Florida","No",11,76.949
"Male",59,"New York","No",7,79.196
"Female",42,"Other","No",10,73.177
"Female",43,"Illinois","Yes",8,54.925
"Female",60,"Texas","No",10,80.785
"Male",51,"California","Yes",3,58.31
"Male",65,"Texas","No",8,71.334
"Male",51,"Other","Yes",6,44.005
"Male",52,"Other","No",10,72.084
"Female",42,"Other","No",13,76.562
"Male",49,"Other","Yes",8,52.938
"Female",64,"California","No",9,85.435
"Female",50,"Other","No",10,74.899
"Female",61,"Other","No",11,77.229
"Male",54,"Other","No",10,71.277
"Female",56,"California","No",7,77.514
"Male",50,"Other","No",9,74.906
"Female",52,"California","No",8,81.334
"Male",43,"Other","No",11,73.253
"Male",55,"Florida","No",9,75.914
"Female",41,"Florida","No",9,77.848
"Female",54,"Other","No",12,80.628
"Male",47,"California","No",9,83.015
"Female",49,"Other","No",13,81.365
"Male",42,"Texas","Yes",4,46.222
"Female",52,"Other","No",14,104.42
"Female",34,"Texas","No",12,81.233
"Male",60,"Other","No",8,63.431
"Male",53,"Other","No",11,75.865
"Female",55,"Other","No",12,75.778
"Male",61,"Texas","No",11,78.876
"Male",70,"Texas","No",11,79.143
"Male",57,"New York","No",10,87.186
"Female",52,"Other","No",11,75.664
"Female",45,"Other","No",11,69.886
"Female",52,"Other","No",9,66.891
"Female",51,"California","Yes",4,66.113
"Male",40,"Other","No",11,69.302
"Male",62,"Florida","Yes",5,50.685
"Female",40,"Florida","No",12,83.125
"Female",42,"Texas","No",12,79.782
"Male",44,"Other","No",11,70.308
"Male",58,"California","No",10,97.483
"Female",40,"Other","No",8,61.421
"Male",54,"Texas","No",9,76.741
"Male",59,"California","No",10,89.127
"Female",59,"Florida","No",14,97.774
"Male",52,"Other","Yes",7,46.247
"Male",48,"California","No",9,89.151
"Male",37,"Other","Yes",8,48.316
"Female",44,"Other","No",11,70.895
"Female",53,"Other","No",8,63.26
"Female",46,"Other","Yes",6,52.734
"Male",63,"Texas","Yes",5,48.034
"Male",56,"Other","Yes",4,40.027
"Male",42,"Texas","No",10,72.315
"Male",53,"Florida","No",14,92.278
"Male",58,"Texas","No",10,77.721
"Male",45,"New York","No",10,88.286
"Male",52,"California","No",8,83.549
"Male",41,"Texas","No",12,78.781
"Male",60,"Other","No",9,71.607
"Male",66,"Texas","No",11,80.376
"Female",54,"California","Yes",1,53.134
"Female",48,"Texas","No",7,63.355
"Female",48,"California","No",9,84.508
"Female",48,"California","Yes",2,56.789
"Male",53,"Texas","No",9,74.392
"Female",51,"California","Yes",0,50.043
"Female",58,"Other","No",15,90.96
"Female",50,"Florida","No",13,93.077
"Female",55,"California","No",7,78.574
"Male",54,"Florida","No",13,86.967
"Male",49,"New York","Yes",4,55.991
"Male",44,"California","Yes",2,56.504
"Female",51,"New York","Yes",7,68.308
"Male",44,"California","No",6,71.81
"Male",74,"Other","No",10,69.264
"Male",55,"New York","No",8,89.347
"Male",48,"Other","No",14,92.715
"Male",44,"Other","No",11,70.08
"Male",48,"Florida","No",11,85.753
"Male",47,"Other","No",10,76.779
"Female",62,"Other","Yes",6,46.233
"Male",56,"Other","No",9,65.671
"Male",54,"Other","No",8,76.333
"Female",41,"Other","No",11,79.751
"Male",58,"Other","Yes",7,49.773
"Male",77,"Florida","Yes",7,54.464
"Female",44,"Other","No",11,70.35
"Female",36,"California","No",6,73.019
"Female",73,"Other","No",12,75.119
"Female",44,"New York","No",9,81.372
"Female",50,"California","No",7,77.941
"Female",44,"Other","Yes",6,49.478
"Male",53,"California","No",9,92.136
"Female",38,"California","Yes",4,57.875
"Female",49,"California","No",7,75.564
"Female",57,"Other","No",10,74.735
"Male",53,"New York","No",13,104.849
"Male",64,"Other","No",11,76.723
"Male",56,"Florida","No",12,84.886
"Male",47,"California","No",10,85.556
"Female",63,"California","No",8,82.032
"Male",63,"Other","Yes",4,46.715
"Male",71,"Other","No",12,83.764
"Female",42,"California","No",9,81.799
"Male",48,"California","No",7,79.957
"Female",55,"Other","No",11,75.341
"Female",47,"Other","No",11,77.826
"Male",42,"Other","No",7,61.597
"Female",58,"Florida","No",11,84.499
"Male",54,"New York","No",14,102.28
"Female",49,"California","Yes",2,54.058
"Male",58,"New York","No",11,92.736
"Female",52,"Other","No",9,67
"Male",48,"California","No",5,70.057
"Male",51,"Illinois","Yes",9,66.335
"Female",65,"Other","No",11,76.939
"Male",67,"Other","No",9,72.406
"Male",56,"Other","No",10,71.768
"Male",41,"Texas","No",9,92.765
"Female",53,"Illinois","No",12,86.441
"Male",43,"Florida","No",9,74.699
"Female",51,"Other","No",13,81.959
"Female",60,"California","No",6,75.805
"Female",55,"Other","No",13,81.911
"Male",63,"New York","Yes",7,67.373
"Female",53,"California","No",8,79.847
"Male",58,"Other","No",10,75.773
"Female",45,"New York","No",14,99.499
"Female",53,"Florida","No",9,73.482
"Male",58,"New York","No",11,95.064
"Female",58,"Other","No",13,80.641
"Male",60,"California","Yes",4,66.838
"Male",45,"California","No",7,76.89
"Male",52,"Texas","No",9,74.078
"Female",74,"California","No",9,85.146
"Male",50,"California","No",9,85.078
"Female",49,"Other","Yes",3,41.706
"Male",65,"Florida","No",10,77.825
"Female",47,"Other","No",13,79.48
"Female",48,"Other","No",13,78.778
"Female",51,"Illinois","No",12,86.283
"Male",41,"California","Yes",3,53.541
"Female",44,"Other","No",13,80.469
"Male",42,"California","Yes",1,51.6
"Female",57,"Other","No",11,73.056
"Male",41,"Other","No",8,60.533
"Female",64,"California","No",7,79.176
"Male",60,"New York","No",10,86.399
"Male",50,"Other","Yes",7,48.975
"Male",60,"Texas","No",10,76.747
"Female",58,"Other","No",15,86.529
"Male",60,"Other","Yes",3,37.589
"Male",58,"Other","Yes",6,47.911
"Male",42,"Other","No",13,82.051
"Female",61,"Texas","No",11,100.943
"Female",67,"California","No",5,70.01
"Female",68,"Texas","Yes",8,63.462
"Male",67,"New York","No",11,97.033
"Male",59,"Other","Yes",8,54.64
"Male",45,"Other","No",6,63.186
"Male",41,"California","No",9,82.506
"Female",47,"California","No",10,93.03
"Male",62,"Other","No",11,78.407
"Male",30,"Other","No",10,62.682
"Female",47,"New York","No",9,99.26
"Male",55,"Other","No",12,76.818
"Male",51,"Texas","No",12,84.402
"Female",49,"Other","No",12,76.636
"Male",57,"Other","No",13,83.15
"Female",66,"California","No",4,67.672
"Male",65,"Other","Yes",8,54.665
"Female",55,"Illinois","Yes",3,58.283
"Male",70,"Florida","Yes",7,53.264
"Male",57,"Other","No",13,86.19
"Male",49,"Illinois","No",9,88.616
"Female",45,"California","No",7,79.017
"Male",47,"Florida","No",14,92.476
"Male",33,"Florida","Yes",7,54.901
"Male",59,"Texas","No",12,100.785
"Female",57,"California","No",8,86.133
"Female",44,"California","No",6,77.548
"Male",38,"Other","No",11,72.282
"Female",35,"Other","Yes",8,45.857
"Male",64,"California","No",6,73.558
"Male",57,"New York","No",14,103.417
"Female",35,"California","No",7,74.191
"Female",76,"Florida","Yes",9,60.904
"Male",45,"Florida","No",10,76.9
"Female",57,"Texas","No",11,78.394
"Female",45,"Other","No",14,80.979
"Female",52,"New York","No",13,104.414
"Female",55,"Other","No",9,71.52
"Male",59,"California","No",7,80.519
"Male",53,"Other","No",11,76.824
"Female",43,"Other","No",12,73.131
"Male",41,"New York","No",13,102.516
"Male",53,"Other","No",12,80.827
"Male",28,"California","No",4,63.008
"Male",51,"Other","No",12,78.969
"Female",39,"Texas","Yes",5,47.048
"Female",51,"Other","No",9,74.937
"Female",40,"Other","No",10,67.791
"Female",51,"Other","No",13,78.455
"Male",59,"Other","No",13,81.261
"Female",54,"Texas","No",12,84.564
"Male",48,"Florida","Yes",8,59.805
"Female",70,"California","No",7,76.335
"Female",64,"Other","No",10,107.443
"Female",66,"California","No",2,68.078
"Female",34,"Florida","Yes",5,46.452
"Male",35,"Other","Yes",7,43.482
"Female",60,"New York","No",11,94.516
"Male",33,"California","No",8,75.317
"Male",75,"Other","No",7,58.49
"Female",38,"Other","No",13,75.226
"Female",43,"Other","Yes",2,35.547
"Female",51,"Illinois","No",12,90.42
"Female",56,"New York","Yes",4,63.841
"Male",44,"New York","No",9,81.267
"Male",35,"Texas","No",11,72.247
"Female",54,"Other","No",11,85.525
"Female",41,"Illinois","No",11,80.615
"Male",65,"Other","Yes",8,56.607
"Female",61,"Other","No",12,81.304
"Female",61,"California","No",8,84.344
"Female",52,"Other","No",12,83.455
"Male",52,"Other","No",10,70.884
"Female",50,"Florida","No",10,75.718
"Male",53,"Other","No",11,80.911
"Female",44,"California","No",8,82.491
"Male",54,"California","Yes",2,55.858
"Male",65,"California","No",9,86.656
"Male",57,"Florida","No",14,94.017
"Male",61,"Other","No",9,74.148
"Male",61,"California","No",6,76.348
"Female",50,"California","No",11,93.027
"Female",33,"Other","No",11,66.588
"Male",52,"Other","No",9,66.64
"Male",60,"Other","No",11,72.252
"Female",49,"Florida","No",15,93.181
"Female",56,"Florida","No",11,82.43
"Female",66,"Other","No",8,63.422
"Female",65,"California","Yes",4,60.694
"Male",43,"New York","No",10,94.009
"Male",42,"Other","No",12,75.466
"Female",57,"Other","No",11,76.658
"Female",42,"Other","No",7,55.069
"Male",42,"Other","No",14,82.286
"Female",48,"California","Yes",4,61.401
"Male",40,"California","No",10,85.786
"Female",48,"Other","No",10,70.363
"Male",62,"California","No",6,73.876
"Male",58,"California","No",9,86.325
"Female",38,"California","No",5,69.797
"Female",55,"California","No",7,78.519
"Male",56,"Florida","No",11,82.881
"Female",61,"New York","No",10,87.362
"Male",41,"New York","Yes",6,59.441
"Female",55,"California","No",10,89.53
"Male",52,"Florida","Yes",9,57.235
"Female",56,"Other","No",13,83.674
"Female",61,"Other","No",12,84.946
"Male",45,"Other","No",12,77.168
"Female",39,"Other","Yes",5,40.81
"Male",54,"Other","Yes",4,47.418
"Male",44,"New York","No",12,103.095
"Male",56,"Florida","No",10,86.289
"Male",51,"Florida","No",10,76.723
"Male",61,"Other","No",12,84.348
"Female",62,"Florida","No",12,89.278
"Male",39,"California","No",7,76.782
"Female",65,"Texas","No",11,79.525
"Male",50,"California","No",10,86.833
"Male",31,"California","Yes",6,57.386
"Male",57,"Illinois","No",10,83.922
"Male",43,"Texas","No",6,58.467
"Male",40,"New York","No",12,91.962
"Male",49,"California","No",6,73.504
"Female",50,"Florida","No",9,74.587
"Male",50,"Florida","No",10,77.587
"Male",49,"Other","No",9,71.417
"Female",58,"Other","No",11,78.321
"Male",47,"Other","No",9,66.753
"Female",47,"Other","No",12,74.653
"Female",55,"Other","No",13,86.641
"Female",59,"Other","No",11,81.946
"Male",38,"Other","No",9,74.738
"Female",46,"Other","No",11,81.146
"Female",62,"Texas","No",12,82.351
"Female",54,"California","No",11,94.226
"Female",45,"Other","Yes",6,44.733
"Female",46,"Other","No",9,71.031
"Female",70,"New York","No",14,102.674
"Female",38,"Texas","Yes",7,48.819
"Female",60,"Illinois","No",11,83.68
"Female",62,"Other","No",12,75.788
"Female",51,"Illinois","No",13,97.606
"Male",41,"California","Yes",2,51.06
"Female",56,"Other","Yes",5,48.457
"Female",51,"Other","No",10,75.928
"Female",54,"New York","No",11,89.705
"Male",45,"California","No",8,82.908
"Male",67,"Other","No",13,80.039
"Female",55,"Texas","Yes",7,51.208
"Female",49,"Other","No",10,69.54
"Female",58,"Florida","Yes",7,56.293
"Female",61,"Other","No",11,75.071
"Female",51,"Other","No",10,76.025
"Male",48,"Other","No",11,75.431
"Male",58,"Other","No",8,62.196
"Female",57,"Other","No",11,76.353
"Female",48,"Florida","No",12,84.043
"Female",49,"California","No",4,65.822
"Male",64,"New York","Yes",8,71.355
"Male",46,"Florida","No",8,77.171
"Female",66,"New York","No",14,101.833
"Female",60,"Other","No",7,59.826
"Female",47,"Other","No",13,79
"Male",66,"California","Yes",2,62.423
"Female",27,"Other","No",10,64.203
"Female",50,"Other","No",12,77.855
"Female",63,"New York","Yes",7,64.759
"Male",52,"Florida","No",14,91.545
"Male",33,"California","No",8,76.352
"Male",56,"Florida","No",7,72.163
"Male",64,"Florida","No",9,74.45
"Female",47,"Florida","No",13,89.6
"Female",55,"Other","No",13,81.064
"Male",48,"Other","Yes",11,52.602
"Female",58,"Florida","Yes",3,54.856
"Male",41,"Texas","Yes",6,61.837
"Male",58,"Other","No",11,74.795
"Female",55,"California","No",8,87.854
"Female",41,"Texas","No",12,77.915
"Male",62,"Other","No",10,72.31
"Female",41,"California","No",11,91.942
"Male",65,"Other","Yes",8,48.162
"Female",44,"Other","No",14,81.425
"Male",53,"Other","No",8,64.224
"Female",54,"Florida","No",11,91.43
"Male",48,"Florida","No",13,89.849
"Male",48,"Other","No",10,75.117
"Male",34,"Other","No",14,79.655
"Male",49,"Florida","No",11,83.274
"Male",61,"Illinois","No",10,86.807
"Male",63,"California","No",7,78.104
"Male",41,"New York","No",12,90.219
"Female",53,"Other","No",10,86.706
"Male",45,"Florida","No",12,91.441
"Male",46,"California","No",6,73.831
"Female",52,"Florida","No",10,79.255
"Female",71,"Texas","No",9,77.546
"Female",65,"Other","No",9,66.165
"Female",45,"Other","No",10,70.005
"Male",51,"California","Yes",4,67.067
"Female",48,"California","No",5,69.978
"Female",34,"Other","No",14,80.057
"Male",59,"Other","No",10,74.127
"Male",59,"Florida","Yes",7,58.818
"Male",49,"New York","No",12,100.556
"Male",54,"California","No",10,98.094
"Male",78,"California","Yes",3,56.1
"Female",44,"Florida","No",13,99.193
"Female",49,"Florida","Yes",7,52.838
"Male",52,"New York","No",9,84.861
"Male",44,"Illinois","No",12,86.338
"Male",48,"Other","Yes",5,45.91
"Male",66,"Other","No",11,75.912
"Female",55,"Other","Yes",7,46.168
"Female",61,"Illinois","No",9,75.491
"Male",71,"Other","No",13,84.577
"Female",43,"Other","No",8,63.647
"Female",47,"California","No",9,83.909
"Female",35,"Florida","No",14,86.433
"Female",46,"California","No",5,74.402
"Male",60,"California","Yes",4,59.557
"Male",48,"California","No",8,80.856
"Female",60,"Other","No",9,66.568
"Male",43,"California","No",6,71.747
"Female",52,"Texas","Yes",5,49.568
"Male",61,"Other","Yes",4,42.484
"Male",49,"Other","No",11,73.398
"Female",59,"Other","No",9,76.762
"Female",55,"Other","Yes",7,53.267
"Female",54,"California","No",9,83.092
"Male",65,"California","Yes",3,59.464
"Male",42,"Other","No",17,91.639
"Male",53,"Florida","No",13,88.551
"Female",53,"Other","No",8,65.044
"Female",42,"New York","No",6,70.519
"Female",46,"Other","No",11,71.604
"Male",53,"Other","No",10,71.352
"Male",29,"Other","No",12,68.714
"Female",51,"California","No",8,81.294
"Female",44,"Texas","No",16,95.784
"Female",39,"California","Yes",0,48.657
"Female",36,"Other","No",10,68.299
"Female",62,"Texas","Yes",6,56.245
"Male",49,"Other","Yes",7,52.449
"Female",51,"Other","No",11,75.227
"Male",46,"California","Yes",4,60.054
"Female",65,"Florida","No",9,77.042
"Female",53,"California","No",4,68.653
"Female",46,"Other","No",6,54.709
"Male",50,"Other","Yes",7,46.418
"Male",64,"Other","No",15,91.893
"Female",62,"California","Yes",4,72.251
